Institution	Category	Area	Value
University of Washington, Seattle	History of Philosophy	Medieval Philosophy	
University of Washington, Seattle	History of Philosophy	Early Modern: 17th Century	
University of Washington, Seattle	History of Philosophy	Early Modern: 18th Century	
University of Washington, Seattle	History of Philosophy	Kant	
University of Washington, Seattle	History of Philosophy	19th Century Continental	
University of Washington, Seattle	History of Philosophy	20th Century Continental	
University of Washington, Seattle	History of Philosophy	History of Analytic	
University of Washington, Seattle	History of Philosophy	American Pragmatism	
University of Washington, Seattle	Other Areas	Feminist Philosophy	2
University of Washington, Seattle	Other Areas	Chinese Philosophy	
University of Washington, Seattle	Other Areas	Philosophy of Race	
University of Western Ontario	Metaphysics & Epistemology	Philosophy of Language	4
University of Western Ontario	Metaphysics & Epistemology	Philosophy of Mind	4
University of Western Ontario	Metaphysics & Epistemology	Metaphysics	
University of Western Ontario	Metaphysics & Epistemology	Epistemology (incl. formal epistemology)	
University of Western Ontario	Metaphysics & Epistemology	Philosophical Logic	
University of Western Ontario	Metaphysics & Epistemology	Philosophy of Action	
University of Western Ontario	Metaphysics & Epistemology	Philosophy of Religion	
University of Western Ontario	Philosophy of the Sciences and Mathematics	General Philosophy of Science	4
University of Western Ontario	Philosophy of the Sciences and Mathematics	Philosophy of Physics	2
University of Western Ontario	Philosophy of the Sciences and Mathematics	Philosophy of Biology	
University of Western Ontario	Philosophy of the Sciences and Mathematics	Philosophy of Social Sciences	
University of Western Ontario	Philosophy of the Sciences and Mathematics	Philosophy of Cognitive Science	4
University of Western Ontario	Philosophy of the Sciences and Mathematics	Decision, Rational Choice, & Game Theory	
University of Western Ontario	Philosophy of the Sciences and Mathematics	Philosophy of Mathematics	
University of Western Ontario	Philosophy of the Sciences and Mathematics	Mathematical Logic	
University of Western Ontario	Theory of Value	Normative Ethics	
University of Western Ontario	Theory of Value	Metaethics & Moral Psychology	
University of Western Ontario	Theory of Value	Applied Ethics	
University of Western Ontario	Theory of Value	Political Philosophy	
University of Western Ontario	Theory of Value	Philosophy of Law	
University of Western Ontario	Theory of Value	Philosophy of Art	
University of Western Ontario	History of Philosophy	Acnient Philosophy	
University of Western Ontario	History of Philosophy	Medieval Philosophy	
University of Western Ontario	History of Philosophy	Early Modern: 17th Century	
University of Western Ontario	History of Philosophy	Early Modern: 18th Century	5
University of Western Ontario	History of Philosophy	Kant	
University of Western Ontario	History of Philosophy	19th Century Continental	
University of Western Ontario	History of Philosophy	20th Century Continental	
University of Western Ontario	History of Philosophy	History of Analytic	
University of Western Ontario	History of Philosophy	American Pragmatism	
University of Western Ontario	Other Areas	Feminist Philosophy	2
University of Western Ontario	Other Areas	Chinese Philosophy	
University of Western Ontario	Other Areas	Philosophy of Race	
University of Wisconsin, Madison	Metaphysics & Epistemology	Philosophy of Language	4
University of Wisconsin, Madison	Metaphysics & Epistemology	Philosophy of Mind	4
University of Wisconsin, Madison	Metaphysics & Epistemology	Metaphysics	4
University of Wisconsin, Madison	Metaphysics & Epistemology	Epistemology (incl. formal epistemology)	3
University of Wisconsin, Madison	Metaphysics & Epistemology	Philosophical Logic	4
University of Wisconsin, Madison	Metaphysics & Epistemology	Philosophy of Action	
University of Wisconsin, Madison	Metaphysics & Epistemology	Philosophy of Religion	
University of Wisconsin, Madison	Philosophy of the Sciences and Mathematics	General Philosophy of Science	3
University of Wisconsin, Madison	Philosophy of the Sciences and Mathematics	Philosophy of Physics	
University of Wisconsin, Madison	Philosophy of the Sciences and Mathematics	Philosophy of Biology	1
University of Wisconsin, Madison	Philosophy of the Sciences and Mathematics	Philosophy of Social Sciences	2
University of Wisconsin, Madison	Philosophy of the Sciences and Mathematics	Philosophy of Cognitive Science	4
University of Wisconsin, Madison	Philosophy of the Sciences and Mathematics	Decision, Rational Choice, & Game Theory	3
University of Wisconsin, Madison	Philosophy of the Sciences and Mathematics	Philosophy of Mathematics	
University of Wisconsin, Madison	Philosophy of the Sciences and Mathematics	Mathematical Logic	
University of Wisconsin, Madison	Theory of Value	Normative Ethics	4
University of Wisconsin, Madison	Theory of Value	Metaethics & Moral Psychology	2
University of Wisconsin, Madison	Theory of Value	Applied Ethics	4
University of Wisconsin, Madison	Theory of Value	Political Philosophy	4
University of Wisconsin, Madison	Theory of Value	Philosophy of Law	
University of Wisconsin, Madison	Theory of Value	Philosophy of Art	
University of Wisconsin, Madison	History of Philosophy	Acnient Philosophy	
University of Wisconsin, Madison	History of Philosophy	Medieval Philosophy	
University of Wisconsin, Madison	History of Philosophy	Early Modern: 17th Century	3
University of Wisconsin, Madison	History of Philosophy	Early Modern: 18th Century	5
University of Wisconsin, Madison	History of Philosophy	Kant	
University of Wisconsin, Madison	History of Philosophy	19th Century Continental	
University of Wisconsin, Madison	History of Philosophy	20th Century Continental	
University of Wisconsin, Madison	History of Philosophy	History of Analytic	
University of Wisconsin, Madison	History of Philosophy	American Pragmatism	
University of Wisconsin, Madison	Other Areas	Feminist Philosophy	
University of Wisconsin, Madison	Other Areas	Chinese Philosophy	
University of Wisconsin, Madison	Other Areas	Philosophy of Race	
University of York	Metaphysics & Epistemology	Philosophy of Language	
University of York	Metaphysics & Epistemology	Philosophy of Mind	
University of York	Metaphysics & Epistemology	Metaphysics	
University of York	Metaphysics & Epistemology	Epistemology (incl. formal epistemology)	
University of York	Metaphysics & Epistemology	Philosophical Logic	
University of York	Metaphysics & Epistemology	Philosophy of Action	
University of York	Metaphysics & Epistemology	Philosophy of Religion	
University of York	Philosophy of the Sciences and Mathematics	General Philosophy of Science	
University of York	Philosophy of the Sciences and Mathematics	Philosophy of Physics	
University of York	Philosophy of the Sciences and Mathematics	Philosophy of Biology	
University of York	Philosophy of the Sciences and Mathematics	Philosophy of Social Sciences	
University of York	Philosophy of the Sciences and Mathematics	Philosophy of Cognitive Science	
University of York	Philosophy of the Sciences and Mathematics	Decision, Rational Choice, & Game Theory	
University of York	Philosophy of the Sciences and Mathematics	Philosophy of Mathematics	
University of York	Philosophy of the Sciences and Mathematics	Mathematical Logic	
University of York	Theory of Value	Normative Ethics	
University of York	Theory of Value	Metaethics & Moral Psychology	
University of York	Theory of Value	Applied Ethics	
University of York	Theory of Value	Political Philosophy	3
University of York	Theory of Value	Philosophy of Law	
University of York	Theory of Value	Philosophy of Art	
University of York	History of Philosophy	Acnient Philosophy	
University of York	History of Philosophy	Medieval Philosophy	
University of York	History of Philosophy	Early Modern: 17th Century	
University of York	History of Philosophy	Early Modern: 18th Century	
University of York	History of Philosophy	Kant	
University of York	History of Philosophy	19th Century Continental	
University of York	History of Philosophy	20th Century Continental	
University of York	History of Philosophy	History of Analytic	
University of York	History of Philosophy	American Pragmatism	
University of York	Other Areas	Feminist Philosophy	
University of York	Other Areas	Chinese Philosophy	
University of York	Other Areas	Philosophy of Race	
Victoria University, Wellington	Metaphysics & Epistemology	Philosophy of Language	
Victoria University, Wellington	Metaphysics & Epistemology	Philosophy of Mind	
Victoria University, Wellington	Metaphysics & Epistemology	Metaphysics	
Victoria University, Wellington	Metaphysics & Epistemology	Epistemology (incl. formal epistemology)	
Victoria University, Wellington	Metaphysics & Epistemology	Philosophical Logic	4
Victoria University, Wellington	Metaphysics & Epistemology	Philosophy of Action	
Victoria University, Wellington	Metaphysics & Epistemology	Philosophy of Religion	
Victoria University, Wellington	Philosophy of the Sciences and Mathematics	General Philosophy of Science	
Victoria University, Wellington	Philosophy of the Sciences and Mathematics	Philosophy of Physics	
Victoria University, Wellington	Philosophy of the Sciences and Mathematics	Philosophy of Biology	
Victoria University, Wellington	Philosophy of the Sciences and Mathematics	Philosophy of Social Sciences	2
Victoria University, Wellington	Philosophy of the Sciences and Mathematics	Philosophy of Cognitive Science	
Victoria University, Wellington	Philosophy of the Sciences and Mathematics	Decision, Rational Choice, & Game Theory	
Victoria University, Wellington	Philosophy of the Sciences and Mathematics	Philosophy of Mathematics	
Victoria University, Wellington	Philosophy of the Sciences and Mathematics	Mathematical Logic	
Victoria University, Wellington	Theory of Value	Normative Ethics	
Victoria University, Wellington	Theory of Value	Metaethics & Moral Psychology	4
Victoria University, Wellington	Theory of Value	Applied Ethics	
Victoria University, Wellington	Theory of Value	Political Philosophy	
Victoria University, Wellington	Theory of Value	Philosophy of Law	
Victoria University, Wellington	Theory of Value	Philosophy of Art	
Victoria University, Wellington	History of Philosophy	Acnient Philosophy	
Victoria University, Wellington	History of Philosophy	Medieval Philosophy	
Victoria University, Wellington	History of Philosophy	Early Modern: 17th Century	
Victoria University, Wellington	History of Philosophy	Early Modern: 18th Century	
Victoria University, Wellington	History of Philosophy	Kant	
